167.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,SALMON R (SANDY R),-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
168.0,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,SANDY R FROM MOUTH TO REVENUEBRIDGE,390,265,693,899,571,195,265,89,91,442,337,,,,,,,,,,,,,,,
169.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,SANTIAM R,27,61,134,139,79,71,80,89,58,6,10,,,,,,,,,,,,,,,
170.0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,N FK SANTIAM,352,484,796,635,592,293,"1,398","1,741",565,499,266,,,,,,,,,,,,,,,
171.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,LITTLE N FK SANTIAM,4,12,4,10,4,-,-,6,-,-,-,,,,,,,,,,,,,,,
172.0,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,S FK SANTIAM,332,729,"2,203","1,374","1,718",635,556,947,"1,798","1,218",613,,,,,,,,,,,,,,,
173.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,SCAPPOOSE CR,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
174.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,N FK SCAPPOOSE,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
175.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,S FK SCAPPOOSE,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
176.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,SNAKE R,-,-,-,-,-,-,-,189,91,-,10,,,,,,,,,,,,,,,
177.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,SUCKER CR,-,8,-,-,-,-,-,6,-,-,-,,,,,,,,,,,,,,,
178.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,TANNER CR,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
179.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,THOMAS CR (SANT),-,-,-,-,-,-,-,-,19,-,-,,,,,,,,,,,,,,,
180.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,TUALATIN R,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
181.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,UMATILLA R,-,-,4,7,13,16,15,30,-,13,-,,,,,,,,,,,,,,,
182.0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,WALLA WALLA R,-,12,4,3,17,-,5,30,19,6,-,,,,,,,,,,,,,,,
184.0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,WENAHA R,10,4,18,24,38,9,13,24,19,-,41,,,,,,,,,,,,,,,
185.0,,,"6,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,WILLAMETTE R & SLOUGH BELOW OR CITYFLLS,"9,056","5,900","27,552","26,325","20,910","10,368","14,031","19,284","10,981","16,541","12,792",,,,,,,,,,,,,,,
186.0,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,WILLAMETTE R ABOVE OR CITY FALLS,100,207,725,582,530,129,260,337,182,865,225,,,,,,,,,,,,,,,
188.0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,MID FK WILL,738,779,"3,816",833,780,502,416,"1,859",681,"1,344",204,,,,,,,,,,,,,,,
189.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,WILLAMINA CR,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
193.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,YOUNGS R & BAY,19,12,74,24,42,18,15,172,58,-,-,,,,,,,,,,,,,,,
195.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,SILVER CR,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
202.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,CLACKAMAS R SYSTEM ABOVE NO FK DAM,4,23,7,-,-,-,-,6,13,-,-,,,,,,,,,,,,,,,
205.0,,,,,588,,,,,,,,,,,,27,311,30,91,61,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,205.0,SANDY R FROM REVENUE BRIDGE TOSALMON R,-,4,446,115,19,,,,,,,,
208.0,,,,,8,,,,,,,,,,,,-,-,6,6,-,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,208.0,JOHN DAY ARM,-,-,-,-,-,,,,,,,,
209.0,,,,,4,,,,,,,,,,,,4,4,-,-,-,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,209.0,L FALL CR (WILLAMETTE),-,4,-,10,13,,,,,,,,
210.0,,,,,54,,,,,,,,,,,,46,36,59,97,-,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,210.0,COAST FK WILL,19,4,17,85,170,,,,,,,,
211.0,,,,,81,,,,,,,,,,,,46,89,"1,741",370,153,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,211.0,COLUMBIA R--BUOY 10 TO ASTORIA BRIDGE,23,59,49,100,372,,,,,,,,
212.0,,,,,"3,320",,,,,,,,,,,,"1,848","1,352","3,541","2,161","1,124",,,,,,,,,,,,,,,,"2,980",,,,,,,,,,,,,,212.0,COLUMBIA R--TONGUE PT TO LONGVIEWBRIDGE,"1,642",718,"3,082","2,557","2,404",,,,,,,,
213.0,,,,,"5,013",,,,,,,,,,,,"3,311","2,407","8,058","5,224","2,922",,,,,,,,,,,,,,,,"10,637",,,,,,,,,,,,,,213.0,COLUMBIA R--LONGVIEW BRIDGE TO I-5BRIDGE,"2,430","2,102","4,306","6,219","3,338",,,,,,,,
214.0,,,,,"2,004",,,,,,,,,,,,"5,558",535,"5,678","3,018",828,,,,,,,,,,,,,,,,"1,325",,,,,,,,,,,,,,214.0,COLUMBIA R--I-5 BRIDGE TO BONNEVILLEDAM,352,"9,618","1,290","3,096","1,281",,,,,,,,
215.0,,,,,108,,,,,,,,,,,,54,93,172,123,143,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,215.0,COLUMBIA R--BONNEVILLE DAM TO THEDALLES DAM,89,102,153,120,145,,,,,,,,
216.0,,,,,213,,,,,,,,,,,,146,351,900,876,184,,,,,,,,,,,,,,,,467,,,,,,,,,,,,,,216.0,COLUMBIA R--THE DALLES DAM TO JOHNDAY DAM,525,806,617,942,126,,,,,,,,
217.0,,,,,146,,,,,,,,,,,,192,89,"1,966",805,296,,,,,,,,,,,,,,,,842,,,,,,,,,,,,,,217.0,COLUMBIA R--JOHN DAY DAM TO MCNARYDAM,216,442,101,696,133,,,,,,,,
218.0,,,,,50,,,,,,,,,,,,15,18,89,58,20,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,218.0,COLUMBIA R--MCNARY DAM TO STATELINE,4,4,24,70,6,,,,,,,,
220.0,,,,,-,,,,,,,,,,,,-,-,18,-,10,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,220.0,LONG TOM,-,-,-,-,19,,,,,,,,
221.0,,,,,4,,,,,,,,,,,,8,9,397,71,31,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,221.0,ROW R,-,-,21,15,82,,,,,,,,
222.0,,,,,-,,,,,,,,,,,,-,-,12,-,-,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,222.0,WILEY CR (S SANTIAM),-,-,-,-,19,,,,,,,,
223.0,,,,,-,,,,,,,,,,,,12,-,53,13,-,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,223.0,BLUE R (MCKENZIE),4,8,-,-,13,,,,,,,,
229.0,,,,,244,,,,,,,,,,,,349,220,290,623,450,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,229.0,HOOD R,116,305,257,252,391,,,,,,,,
230.0,,,,,-,,,,,,,,,,,,-,-,-,13,-,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,230.0,HOOD R ABOVE POWERDALE DAM,-,-,-,-,-,,,,,,,,
231.0,,,,,4,,,,,,,,,,,,4,4,12,39,-,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,231.0,GRANDE RONDE R FROM STATELINE TOWILDCAT BRIDGE,8,4,10,40,32,,,,,,,,
232.0,,,,,-,,,,,,,,,,,,4,-,12,13,-,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,232.0,GRANDE RONDE R FROM WILDCAT BRIDGETO ISLAND CITY BRIDGE,19,-,-,-,-,,,,,,,,
233.0,,,,,-,,,,,,,,,,,,-,-,6,6,-,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,233.0,GRANDE RONDE R ABOVE ISLAND CITYBRIDGE,15,-,14,15,-,,,,,,,,
234.0,,,,,8,,,,,,,,,,,,8,-,12,6,-,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,234.0,WALLOWA R MOUTH TO MINAM STATE PARK,-,23,21,20,6,,,,,,,,
235.0,,,,,21,,,,,,,,,,,,35,13,30,26,-,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,235.0,WALLOWA R ABOVE MINAM STATE PARK,50,43,59,75,13,,,,,,,,
236.0,,,,,481,,,,,,,,,,,,43,117,"1,018",124,286,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,236.0,UMATILLA R BELOW THREE-MILE DAM,383,47,26,"1,056",877,,,,,,,,
238.0,,,4,,8,4,,,,41,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,JOHN DAY R BELOW COTTONWOOD BRIDGE,4,-,1,10,-,6
239.0,,,-,,54,-,,,,-,,,,,,,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,JOHN DAY R ABOVE COTTONWOOD BRIDGE,-,4,11,7,5,13
241.0,,,-,,517,9,,,,51,,,,,,,130,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,LOOKINGGLASS CR,4,4,4,268,110,-
242.0,,,-,,63,-,,,,-,,,,,,,89,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,POWDER R,39,4,46,38,25,6
243.0,,,31,,46,13,,,,-,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,UMATILLA R THREE-MILE DAM TO NOLIN,18,19,30,12,65,19
244.0,,,-,,-,-,,,,10,,,,,,,41,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,SANDY R ABOVE SALMON R,-,-,-,-,-,-
245.0,,,-,,83,93,,,,20,,,,,,,77,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,CLACK R.-CARVER BR. TO BAKERS FERRYRD,-,-,-,-,40,25
246.0,,,-,,271,404,,,,10,,,,,,,491,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,CLACK R-BAKERS FERRY RD TO RVR MILLDAM,-,-,-,-,230,189
247.0,,,-,,138,9,,,,10,,,,,,,107,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,CLACK R-RIVER MILL DAM TO CAZADERODAM,-,-,-,-,60,38
250.0,,,-,,10,-,,,,-,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,JOHN DAY R (CLATSOP CTY),-,-,-,-,-,-
